# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,round_size_low_m,round_size_high_m,thesis_one_liner,deal_evidences_sector,cheque_range_source,sector_deals_file,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
alphawave,Alpha Wave,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,1315.0,32000.0,"Joins rounds of $1315m to $32000m in Vertical Software. Generated from the rounds in our own set, not from a curated list.",,,,Vertical Software(1); Enterprise Applications(1),Spend management / corporate cards(1); HR management software(1),Ramp,2025-11,https://techcrunch.com/2025/11/17/ramp-hits-32b-valuation-just-three-months-after-hitting-22-5b/,HiBob,2023-09,https://www.hibob.com/news/mid-market-hr-tech-leader-hibob-adds-150m-in-new-round-of-funding-to-support-continued-expansion/,3,3,AG1|HiBob|Ramp,2022-01,2025-11,150.0,2700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
atomico,Atomico,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,1000.0,2500.0,"Joins rounds of $1000m to $2500m in Enterprise Applications. Generated from the rounds in our own set, not from a curated list.",,,,Enterprise Applications(1); Vertical Software(1),HR software for SMBs(1); Hospitality property management software(1),Mews,2026-01,https://www.prnewswire.com/news-releases/mews-secures-300-million-investment-to-cement-position-as-worlds-leading-hospitality-operating-system-302668120.html,Factorial,2022-10,https://techcrunch.com/2022/10/11/factorial-raises-120m-at-a-1b-valuation-for-its-hr-software-for-smbs/,3,3,Factorial|Jobandtalent|Mews,2021-12,2026-01,300.0,2350.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
benchmark,Benchmark,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,1250.0,15800.0,"Joins rounds of $1250m to $15800m in Agent Ops. Generated from the rounds in our own set, not from a curated list.",,,,Agent Ops(2); Communications & Customer Engagement(1),"AI customer service agents(2); Agent orchestration, tracing and evaluation(1)",Sierra,2026-05,https://techcrunch.com/2026/05/04/sierra-raises-950m-as-the-race-to-own-enterprise-ai-gets-serious/,LangChain,2025-10,https://www.langchain.com/blog/series-b,3,2,LangChain|Sierra,2025-09,2026-05,350.0,10000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
bessemer,Bessemer,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,1400.0,61500.0,"Joins rounds of $1400m to $61500m in Vertical Software. Generated from the rounds in our own set, not from a curated list.",,,,"Vertical Software(1); Data, AI & Developer Tools(1); E-commerce Enablement(1)","Spend management / corporate cards(1); Foundation models / generative AI(1); Reviews, loyalty and commerce marketing(1)",Ramp,2025-11,https://techcrunch.com/2025/11/17/ramp-hits-32b-valuation-just-three-months-after-hitting-22-5b/,Anthropic,2025-03,https://www.anthropic.com/news/anthropic-raises-series-e-at-usd61-5b-post-money-valuation,3,3,Anthropic|Ramp|Yotpo,2021-03,2025-11,300.0,32000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
blackrock,BlackRock,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,1300.0,183000.0,"Joins rounds of $1300m to $183000m in Vertical Software. Generated from the rounds in our own set, not from a curated list.",,,,"Vertical Software(1); Data, AI & Developer Tools(1)",Account-to-account payments platform(1); Foundation models / generative AI(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Loadsmart,2022-02,https://blog.loadsmart.com/2022/02/01/loadsmart-raises-200-million-in-series-d-financing-reaching-1-3-billion-valuation,3,3,Anthropic|GoCardless|Loadsmart,2022-02,2025-09,312.0,2100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
foundersfund,Founders Fund,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,13500.0,380000.0,"Joins rounds of $13500m to $380000m in Vertical Software. Generated from the rounds in our own set, not from a curated list.",,,,"Vertical Software(1); Enterprise Applications(1); Data, AI & Developer Tools(1)","Spend management / corporate cards(1); HR, payroll and IT management(1); Foundation models / generative AI(1)",Anthropic,2026-02,https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,Ramp,2025-11,https://techcrunch.com/2025/11/17/ramp-hits-32b-valuation-just-three-months-after-hitting-22-5b/,3,3,Anthropic|Ramp|Rippling,2024-04,2026-02,300.0,32000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
generalcatalyst,General Catalyst,Venture,CALLABLE|EVIDENCE,"US-based, invests in Europe",Seed; Series A,0.5,25.0,USD,,,"Global technology investor with a health-assurance strategy spanning care delivery, software and diagnostics.",1,https://www.generalcatalyst.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Consumer Marketplace; Third-Party Marketplace; B2B Marketplace; Freelance & Services Marketplace; Healthcare,Marketplaces; Healthcare and digital health,Sword Health,2026-06,https://swordhealth.com/newsroom/sword-health-funding,Mercor,2026-02,https://www.mercor.com/blog/series-c,3,2,Anthropic|Deel,2025-03,2026-06,3500.0,61500.0,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall. || also: GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv"
qatarinvestmentauthority,Qatar Investment Authority,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,7400.0,183000.0,"Joins rounds of $7400m to $183000m in Cybersecurity. Generated from the rounds in our own set, not from a curated list.",,,,"Cybersecurity(1); Enterprise Applications(1); Data, AI & Developer Tools(1)",Developer security / application security(1); Process mining / execution management(1); Foundation models / generative AI(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Snyk,2022-12,https://snyk.io/news/snyk-raises-196-5-million-series-g/,3,3,Anthropic|Celonis|Snyk,2022-08,2025-09,400.0,13000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
troweprice,T. Rowe Price,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,13000.0,183000.0,"Joins rounds of $13000m to $183000m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(2); Enterprise Applications(1)",Lakehouse / data and AI platform(1); Process mining / execution management(1); Foundation models / generative AI(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Databricks,2023-09,https://www.axios.com/2023/09/14/databricks-43-billion-ai-nvidia,3,3,Anthropic|Celonis|Databricks,2022-08,2025-09,500.0,43000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
adobe,Adobe Ventures,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,1900.0,1900.0,"Joins rounds of $1900m to $1900m in Enterprise Applications. Generated from the rounds in our own set, not from a curated list.",,,,Enterprise Applications(1); SEO Tools (M&A precedent)(1),Enterprise generative AI platform(1); SEO and online visibility(1),Semrush,2025-11,https://news.adobe.com/news/2025/11/adobe-to-acquire-semrush,Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,2,2,Semrush|Writer,2024-11,2025-11,200.0,1900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Adobe / Adobe Ventures
amplify,Amplify,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,1250.0,4200.0,"Joins rounds of $1250m to $4200m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(1); Agent Ops(1)","Analytics engineering / data transformation(1); Agent orchestration, tracing and evaluation(1)",LangChain,2025-10,https://www.langchain.com/blog/series-b,dbt Labs,2022-02,https://www.getdbt.com/blog/series-d,2,2,LangChain|dbt Labs,2022-02,2025-10,222.0,4200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
andbank,Andbank,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,3300.0,4800.0,"Joins rounds of $3300m to $4800m in our tracked sectors. Generated from the rounds in our own set, not from a curated list.",,,,,,Creditas,2025-12,https://www.creditas.com/ir/regulatory/creditas-concludes-acquisition-of-bank-andbank-brasil-and-finalizes-initial/,Creditas,2022-07,https://www.creditas.com/ir/non-regulatory/andbank-and-creditas-sign-strategic-partnership-in-brazil/,2,1,Creditas,2022-07,2025-12,108.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
andreessenhorowitz,Andreessen Horowitz,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,2200.0,20000.0,"Joins rounds of $2200m to $20000m in Real Estate Marketplace. Generated from the rounds in our own set, not from a curated list.",,,,Real Estate Marketplace(1); Consumer Marketplace(1),Residential real-estate marketplace (iBuyer)(1); Livestream commerce marketplace(1),Whatnot,2026-08,blog.teamwhatnot.com/unitedstates/seriesg,Loft,2021-03,https://techcrunch.com/2021/03/23/real-estate-platform-loft-raises-425m-at-a-2-2b-valuation-in-one-of-brazils-largest-venture-rounds/,2,2,Loft|Whatnot,2021-03,2026-08,545.0,20000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
avra,Avra,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,5000.0,20000.0,"Joins rounds of $5000m to $20000m in Sales Engagement. Generated from the rounds in our own set, not from a curated list.",,,,Sales Engagement(1); Consumer Marketplace(1),GTM data enrichment and workflow(1); Livestream commerce marketplace(1),Whatnot,2026-08,blog.teamwhatnot.com/unitedstates/seriesg,Clay,2026-01,https://www.businesswire.com/news/home/20260128514638/en/Clay-Announces-Second-Employee-Tender-Offer-in-Nine-Months-at-a-%245B-Valuation,2,2,Clay|Whatnot,2026-01,2026-08,545.0,20000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
databricks,Databricks Ventures,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,520.0,6600.0,"Joins rounds of $520m to $6600m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(2)",AI application development / vibe coding(1); AI search / answer engine(1),Lovable,2025-12,https://lovable.dev/blog/series-b,Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,2,2,Lovable|Perplexity,2024-01,2025-12,330.0,6600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
eqt,EQT,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,3750.0,8000.0,"Joins rounds of $3750m to $8000m in Consumer Marketplace. Generated from the rounds in our own set, not from a curated list.",,,,Consumer Marketplace(2),Fashion resale marketplace(2),Vinted,2026-04,company.vinted.com/newsroom/financial-results-2025,Vinted,2021-05,techcrunch.com/2021/05/11/vinted-raises-303m-for-its-2nd-hand-clothes-marketplace-used-by-45m-and-now-valued-at-4-5b/,2,1,Vinted,2021-05,2026-04,880.0,8000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
felix,Felix Capital,Venture,CALLABLE|EVIDENCE,UK/Europe-based; invests across Europe and the US,Seed; Series A,1.0,20.0,USD,,,"First- or second-institutional-round investor in technology-enabled consumer brands, commerce and culture; stated typical initial investment is $1m-$20m.",1,https://www.felixcap.com/manifesto,data/raw/2026-09-02_seed-investor-screen-v2.csv,D2C / Consumer Brand; Consumer Brand; Owned-Inventory Retail,Consumer brands and D2C,Throne Science,2026-07,https://www.streetinsider.com/Business/Throne+Science+Raises,Lasso,2026-02,https://www.balderton.com/news/hot-love-boom-fuels-lassos-75m-series-c/,2,2,Mirakl|TravelPerk,2021-09,2026-07,555.0,3500.0,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall. || also: GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv"
google,Google,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,4000.0,32000.0,"Joins rounds of $4000m to $32000m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(1); Cybersecurity(1)",Foundation models / generative AI(1); Cloud security(1),Wiz,2026-03,blog.google/inside-google/company-announcements/google-completes-acquisition-wiz/,Anthropic,2023-05,https://www.anthropic.com/news/anthropic-series-c,2,2,Anthropic|Wiz,2023-05,2026-03,450.0,32000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
greycroft,Greycroft,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,2000.0,20000.0,"Joins rounds of $2000m to $20000m in Scraping / Data for AI. Generated from the rounds in our own set, not from a curated list.",,,,Scraping / Data for AI(1); Consumer Marketplace(1),Human-in-the-loop AI data operations(1); Livestream commerce marketplace(1),Whatnot,2026-08,blog.teamwhatnot.com/unitedstates/seriesg,Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,2,2,Invisible Technologies|Whatnot,2025-09,2026-08,545.0,20000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
harbourvest,HarbourVest Partners,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,600.0,2500.0,"Joins rounds of $600m to $2500m in Sales Engagement. Generated from the rounds in our own set, not from a curated list.",,,,Sales Engagement(1); Vertical Software(1),Sales engagement(1); Hospitality property management software(1),Mews,2026-01,https://www.prnewswire.com/news-releases/mews-secures-300-million-investment-to-cement-position-as-worlds-leading-hospitality-operating-system-302668120.html,Salesloft,2019-04,https://techcrunch.com/2019/04/25/salesloft-funding/,2,2,Mews|Salesloft,2019-04,2026-01,300.0,2500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: HarbourVest / HarbourVest Partners
princeville,Princeville Capital,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,2000.0,16500.0,"Joins rounds of $2000m to $16500m in Scraping / Data for AI. Generated from the rounds in our own set, not from a curated list.",,,,Scraping / Data for AI(1); Consumer Marketplace(1),Human-in-the-loop AI data operations(1); General e-commerce marketplace(1),Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,Trendyol,2021-08,techcrunch.com/2021/08/09/turkeys-first-decacorn-trendyol-raises-1-5b-at-a-16-5b-valuation,2,2,Invisible Technologies|Trendyol,2021-08,2025-09,1500.0,16500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Princeville / Princeville Capital
ribbit,Ribbit,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,6280.0,17300.0,"Joins rounds of $6280m to $17300m in Enterprise Applications. Generated from the rounds in our own set, not from a curated list.",,,,Enterprise Applications(1); Lending & Credit(1),"HR, payroll and global workforce(1); Consumer lending and cards(1)",Deel,2025-10,https://www.deel.com/blog/new-investment-valuation/,Upgrade,2021-11,https://techcrunch.com/2021/11/16/credit-focused-company-upgrade-raises-280-million-at-6-billion-valuation/,2,2,Deel|Upgrade,2021-11,2025-10,300.0,17300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
tpg,TPG,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,5000.0,183000.0,"Joins rounds of $5000m to $183000m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(1); Consumer Marketplace(1)",Foundation models / generative AI(1); Fashion resale marketplace(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,2,2,Anthropic|Vinted,2024-10,2025-09,13000.0,183000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
acrew,Acrew Capital,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,2000.0,2000.0,"Joins rounds of $2000m to $2000m in Scraping / Data for AI. Generated from the rounds in our own set, not from a curated list.",,,,Scraping / Data for AI(1),Human-in-the-loop AI data operations(1),Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,,,,1,1,Invisible Technologies,2025-09,2025-09,100.0,2000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
addition,Addition,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,8000.0,8000.0,"Joins rounds of $8000m to $8000m in our tracked sectors. Generated from the rounds in our own set, not from a curated list.",,,,,,Airwallex,2025-12,https://www.airwallex.com/newsroom/airwallex-series-g,,,,1,1,Airwallex,2025-12,2025-12,330.0,8000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
amex,Amex Ventures,,CALLABLE|EVIDENCE,,Series B; Series C,,,USD,3000.0,3000.0,"Joins rounds of $3000m to $3000m in Data, AI & Developer Tools. Generated from the rounds in our own set, not from a curated list.",,,,"Data, AI & Developer Tools(1)",AI coding / cloud development(1),Replit,2025-09,https://replit.com/news/funding-announcement-series-c,,,,1,1,Replit,2025-09,2025-09,250.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
battery,Battery Ventures,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,2500.0,2500.0,"Joins rounds of $2500m to $2500m in Vertical Software. Generated from the rounds in our own set, not from a curated list.",,,,Vertical Software(1),Hospitality property management software(1),Mews,2026-01,https://www.prnewswire.com/news-releases/mews-secures-300-million-investment-to-cement-position-as-worlds-leading-hospitality-operating-system-302668120.html,,,,1,1,Mews,2026-01,2026-01,300.0,2500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
blackrockfunds,BlackRock funds,,CALLABLE|EVIDENCE,,Growth; Late stage; Crossover,,,USD,8000.0,8000.0,"Joins rounds of $8000m to $8000m in Consumer Marketplace. Generated from the rounds in our own set, not from a curated list.",,,,Consumer Marketplace(1),Fashion resale marketplace(1),Vinted,2026-04,company.vinted.com/newsroom/financial-results-2025,,,,1,1,Vinted,2026-04,2026-04,880.0,8000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
